,voted_for_republican,age,hhcount,freq_voter,voted_03_05_2013,voted_05_21_2013,voted_06_07_2016,party_AI,party_D,party_DS,party_GR,party_LI,party_PF,party_R,party_YY,home_owner_H,sex_M,renters_Y,ismarried_Y,education_HS_drop_out,education_bachelors,education_doctorate,education_high_school,education_masters,education_some_college,education_trade_school,ethnic_asian,ethnic_black,ethnic_hispanic,ethnic_indian,ethnic_jewish,ethnic_white,freq_voter voted_03_05_2013,freq_voter voted_05_21_2013,freq_voter voted_06_07_2016,freq_voter party_AI,freq_voter party_D,freq_voter party_DS,freq_voter party_GR,freq_voter party_LI,freq_voter party_PF,freq_voter party_R,freq_voter party_YY,freq_voter home_owner_H,freq_voter sex_M,freq_voter renters_Y,freq_voter ismarried_Y,freq_voter education_HS_drop_out,freq_voter education_bachelors,freq_voter education_doctorate,freq_voter education_high_school,freq_voter education_masters,freq_voter education_some_college,freq_voter education_trade_school,freq_voter ethnic_asian,freq_voter ethnic_black,freq_voter ethnic_hispanic,freq_voter ethnic_indian,freq_voter ethnic_jewish,freq_voter ethnic_white,voted_03_05_2013 voted_05_21_2013,voted_03_05_2013 voted_06_07_2016,voted_03_05_2013 party_AI,voted_03_05_2013 party_D,voted_03_05_2013 party_DS,voted_03_05_2013 party_GR,voted_03_05_2013 party_LI,voted_03_05_2013 party_PF,voted_03_05_2013 party_R,voted_03_05_2013 party_YY,voted_03_05_2013 home_owner_H,voted_03_05_2013 sex_M,voted_03_05_2013 renters_Y,voted_03_05_2013 ismarried_Y,voted_03_05_2013 education_HS_drop_out,voted_03_05_2013 education_bachelors,voted_03_05_2013 education_doctorate,voted_03_05_2013 education_high_school,voted_03_05_2013 education_masters,voted_03_05_2013 education_some_college,voted_03_05_2013 education_trade_school,voted_03_05_2013 ethnic_asian,voted_03_05_2013 ethnic_black,voted_03_05_2013 ethnic_hispanic,voted_03_05_2013 ethnic_indian,voted_03_05_2013 ethnic_jewish,voted_03_05_2013 ethnic_white,voted_05_21_2013 voted_06_07_2016,voted_05_21_2013 party_AI,voted_05_21_2013 party_D,voted_05_21_2013 party_DS,voted_05_21_2013 party_GR,voted_05_21_2013 party_LI,voted_05_21_2013 party_PF,voted_05_21_2013 party_R,voted_05_21_2013 party_YY,voted_05_21_2013 home_owner_H,voted_05_21_2013 sex_M,voted_05_21_2013 renters_Y,voted_05_21_2013 ismarried_Y,voted_05_21_2013 education_HS_drop_out,voted_05_21_2013 education_bachelors,voted_05_21_2013 education_doctorate,voted_05_21_2013 education_high_school,voted_05_21_2013 education_masters,voted_05_21_2013 education_some_college,voted_05_21_2013 education_trade_school,voted_05_21_2013 ethnic_asian,voted_05_21_2013 ethnic_black,voted_05_21_2013 ethnic_hispanic,voted_05_21_2013 ethnic_indian,voted_05_21_2013 ethnic_jewish,voted_05_21_2013 ethnic_white,voted_06_07_2016 party_AI,voted_06_07_2016 party_D,voted_06_07_2016 party_DS,voted_06_07_2016 party_GR,voted_06_07_2016 party_LI,voted_06_07_2016 party_PF,voted_06_07_2016 party_R,voted_06_07_2016 party_YY,voted_06_07_2016 home_owner_H,voted_06_07_2016 sex_M,voted_06_07_2016 renters_Y,voted_06_07_2016 ismarried_Y,voted_06_07_2016 education_HS_drop_out,voted_06_07_2016 education_bachelors,voted_06_07_2016 education_doctorate,voted_06_07_2016 education_high_school,voted_06_07_2016 education_masters,voted_06_07_2016 education_some_college,voted_06_07_2016 education_trade_school,voted_06_07_2016 ethnic_asian,voted_06_07_2016 ethnic_black,voted_06_07_2016 ethnic_hispanic,voted_06_07_2016 ethnic_indian,voted_06_07_2016 ethnic_jewish,voted_06_07_2016 ethnic_white,party_AI party_D,party_AI party_DS,party_AI party_GR,party_AI party_LI,party_AI party_PF,party_AI party_R,party_AI party_YY,party_AI home_owner_H,party_AI sex_M,party_AI renters_Y,party_AI ismarried_Y,party_AI education_HS_drop_out,party_AI education_bachelors,party_AI education_doctorate,party_AI education_high_school,party_AI education_masters,party_AI education_some_college,party_AI education_trade_school,party_AI ethnic_asian,party_AI ethnic_black,party_AI ethnic_hispanic,party_AI ethnic_indian,party_AI ethnic_jewish,party_AI ethnic_white,party_D party_DS,party_D party_GR,party_D party_LI,party_D party_PF,party_D party_R,party_D party_YY,party_D home_owner_H,party_D sex_M,party_D renters_Y,party_D ismarried_Y,party_D education_HS_drop_out,party_D education_bachelors,party_D education_doctorate,party_D education_high_school,party_D education_masters,party_D education_some_college,party_D education_trade_school,party_D ethnic_asian,party_D ethnic_black,party_D ethnic_hispanic,party_D ethnic_indian,party_D ethnic_jewish,party_D ethnic_white,party_DS party_GR,party_DS party_LI,party_DS party_PF,party_DS party_R,party_DS party_YY,party_DS home_owner_H,party_DS sex_M,party_DS renters_Y,party_DS ismarried_Y,party_DS education_HS_drop_out,party_DS education_bachelors,party_DS education_doctorate,party_DS education_high_school,party_DS education_masters,party_DS education_some_college,party_DS education_trade_school,party_DS ethnic_asian,party_DS ethnic_black,party_DS ethnic_hispanic,party_DS ethnic_indian,party_DS ethnic_jewish,party_DS ethnic_white,party_GR party_LI,party_GR party_PF,party_GR party_R,party_GR party_YY,party_GR home_owner_H,party_GR sex_M,party_GR renters_Y,party_GR ismarried_Y,party_GR education_HS_drop_out,party_GR education_bachelors,party_GR education_doctorate,party_GR education_high_school,party_GR education_masters,party_GR education_some_college,party_GR education_trade_school,party_GR ethnic_asian,party_GR ethnic_black,party_GR ethnic_hispanic,party_GR ethnic_indian,party_GR ethnic_jewish,party_GR ethnic_white,party_LI party_PF,party_LI party_R,party_LI party_YY,party_LI home_owner_H,party_LI sex_M,party_LI renters_Y,party_LI ismarried_Y,party_LI education_HS_drop_out,party_LI education_bachelors,party_LI education_doctorate,party_LI education_high_school,party_LI education_masters,party_LI education_some_college,party_LI education_trade_school,party_LI ethnic_asian,party_LI ethnic_black,party_LI ethnic_hispanic,party_LI ethnic_indian,party_LI ethnic_jewish,party_LI ethnic_white,party_PF party_R,party_PF party_YY,party_PF home_owner_H,party_PF sex_M,party_PF renters_Y,party_PF ismarried_Y,party_PF education_HS_drop_out,party_PF education_bachelors,party_PF education_doctorate,party_PF education_high_school,party_PF education_masters,party_PF education_some_college,party_PF education_trade_school,party_PF ethnic_asian,party_PF ethnic_black,party_PF ethnic_hispanic,party_PF ethnic_indian,party_PF ethnic_jewish,party_PF ethnic_white,party_R party_YY,party_R home_owner_H,party_R sex_M,party_R renters_Y,party_R ismarried_Y,party_R education_HS_drop_out,party_R education_bachelors,party_R education_doctorate,party_R education_high_school,party_R education_masters,party_R education_some_college,party_R education_trade_school,party_R ethnic_asian,party_R ethnic_black,party_R ethnic_hispanic,party_R ethnic_indian,party_R ethnic_jewish,party_R ethnic_white,party_YY home_owner_H,party_YY sex_M,party_YY renters_Y,party_YY ismarried_Y,party_YY education_HS_drop_out,party_YY education_bachelors,party_YY education_doctorate,party_YY education_high_school,party_YY education_masters,party_YY education_some_college,party_YY education_trade_school,party_YY ethnic_asian,party_YY ethnic_black,party_YY ethnic_hispanic,party_YY ethnic_indian,party_YY ethnic_jewish,party_YY ethnic_white,home_owner_H sex_M,home_owner_H renters_Y,home_owner_H ismarried_Y,home_owner_H education_HS_drop_out,home_owner_H education_bachelors,home_owner_H education_doctorate,home_owner_H education_high_school,home_owner_H education_masters,home_owner_H education_some_college,home_owner_H education_trade_school,home_owner_H ethnic_asian,home_owner_H ethnic_black,home_owner_H ethnic_hispanic,home_owner_H ethnic_indian,home_owner_H ethnic_jewish,home_owner_H ethnic_white,sex_M renters_Y,sex_M ismarried_Y,sex_M education_HS_drop_out,sex_M education_bachelors,sex_M education_doctorate,sex_M education_high_school,sex_M education_masters,sex_M education_some_college,sex_M education_trade_school,sex_M ethnic_asian,sex_M ethnic_black,sex_M ethnic_hispanic,sex_M ethnic_indian,sex_M ethnic_jewish,sex_M ethnic_white,renters_Y ismarried_Y,renters_Y education_HS_drop_out,renters_Y education_bachelors,renters_Y education_doctorate,renters_Y education_high_school,renters_Y education_masters,renters_Y education_some_college,renters_Y education_trade_school,renters_Y ethnic_asian,renters_Y ethnic_black,renters_Y ethnic_hispanic,renters_Y ethnic_indian,renters_Y ethnic_jewish,renters_Y ethnic_white,ismarried_Y education_HS_drop_out,ismarried_Y education_bachelors,ismarried_Y education_doctorate,ismarried_Y education_high_school,ismarried_Y education_masters,ismarried_Y education_some_college,ismarried_Y education_trade_school,ismarried_Y ethnic_asian,ismarried_Y ethnic_black,ismarried_Y ethnic_hispanic,ismarried_Y ethnic_indian,ismarried_Y ethnic_jewish,ismarried_Y ethnic_white,education_HS_drop_out education_bachelors,education_HS_drop_out education_doctorate,education_HS_drop_out education_high_school,education_HS_drop_out education_masters,education_HS_drop_out education_some_college,education_HS_drop_out education_trade_school,education_HS_drop_out ethnic_asian,education_HS_drop_out ethnic_black,education_HS_drop_out ethnic_hispanic,education_HS_drop_out ethnic_indian,education_HS_drop_out ethnic_jewish,education_HS_drop_out ethnic_white,education_bachelors education_doctorate,education_bachelors education_high_school,education_bachelors education_masters,education_bachelors education_some_college,education_bachelors education_trade_school,education_bachelors ethnic_asian,education_bachelors ethnic_black,education_bachelors ethnic_hispanic,education_bachelors ethnic_indian,education_bachelors ethnic_jewish,education_bachelors ethnic_white,education_doctorate education_high_school,education_doctorate education_masters,education_doctorate education_some_college,education_doctorate education_trade_school,education_doctorate ethnic_asian,education_doctorate ethnic_black,education_doctorate ethnic_hispanic,education_doctorate ethnic_indian,education_doctorate ethnic_jewish,education_doctorate ethnic_white,education_high_school education_masters,education_high_school education_some_college,education_high_school education_trade_school,education_high_school ethnic_asian,education_high_school ethnic_black,education_high_school ethnic_hispanic,education_high_school ethnic_indian,education_high_school ethnic_jewish,education_high_school ethnic_white,education_masters education_some_college,education_masters education_trade_school,education_masters ethnic_asian,education_masters ethnic_black,education_masters ethnic_hispanic,education_masters ethnic_indian,education_masters ethnic_jewish,education_masters ethnic_white,education_some_college education_trade_school,education_some_college ethnic_asian,education_some_college ethnic_black,education_some_college ethnic_hispanic,education_some_college ethnic_indian,education_some_college ethnic_jewish,education_some_college ethnic_white,education_trade_school ethnic_asian,education_trade_school ethnic_black,education_trade_school ethnic_hispanic,education_trade_school ethnic_indian,education_trade_school ethnic_jewish,education_trade_school ethnic_white,ethnic_asian ethnic_black,ethnic_asian ethnic_hispanic,ethnic_asian ethnic_indian,ethnic_asian ethnic_jewish,ethnic_asian ethnic_white,ethnic_black ethnic_hispanic,ethnic_black ethnic_indian,ethnic_black ethnic_jewish,ethnic_black ethnic_white,ethnic_hispanic ethnic_indian,ethnic_hispanic ethnic_jewish,ethnic_hispanic ethnic_white,ethnic_indian ethnic_jewish,ethnic_indian ethnic_white,ethnic_jewish ethnic_white
0,0,51.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,53.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,59.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,23.0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
